"","Postcode","ABSTUDY..Living.allowance.","ABSTUDY..Non.living.allowance.","Age.Pension","Austudy","Carer.Allowance","Carer.Allowance..Child.Health.Care.Card.only.","Carer.Payment","Double.Orphan.Pension","Disability.Support.Pension","Family.Tax.Benefit.A","Family.Tax.Benefit.B","Health.Care.Card","Low.Income.Card","Newstart.Allowance","Parenting.Payment.Partnered","Parenting.Payment.Single","Partner.Allowance","Pensioner.Concession.Card","Commonwealth.Seniors.Health.Card","Sickness.Allowance","Special.Benefit","Widow.Allowance","Widow.B.Pension","Wife.Pension..Partner.on.Age.Pension.","Wife.Pension..Partner.on.Disability.Support.Pension.","Youth.Allowance..other.","Youth.Allowance..student.and.apprentice."
"451","2425","<5","0","263","<5","66","<5","36","0","84","127","95","94","13","58","<5","22","<5","435","38","0","0","<5","0","<5","<5","12","5"
"452","2426","0","0","122","<5","21","<5","11","0","47","63","51","50","15","37","8","16","<5","223","11","0","0","<5","0","0","0","<5","<5"
"453","2427","<5","<5","1,114","<5","187","<5","95","0","219","163","126","224","57","173","12","30","<5","1,553","40","0","0","5","0","<5","0","15","11"
"454","2428","18","61","6,479","26","1,266","19","624","<5","1,576","1,710","1,299","1,564","237","1,205","94","412","9","9,783","489","10","<5","34","0","7","15","178","62"
"455","2429","5","10","1,742","10","420","6","218","0","619","875","665","765","107","532","65","167","<5","3,058","131","9","0","15","0","<5","10","96","35"
"456","2430","23","107","6,871","25","1,729","34","889","<5","2,509","2,963","2,305","2,688","416","1,889","211","667","8","11,978","464","9","<5","37","0","16","24","355","113"
"457","2431","<5","13","1,318","<5","327","0","177","0","356","337","272","307","69","193","22","69","<5","2,039","118","0","<5","<5","0","<5","5","33","9"
"458","2439","0","0","531","<5","120","0","66","0","132","202","161","155","28","123","13","42","0","856","50","<5","0","<5","0","<5","<5","13","9"
"459","2440","57","146","3,497","19","1,312","19","746","<5","2,093","2,255","1,832","1,955","260","1,325","134","611","6","7,732","245","15","<5","20","0","12","12","269","76"
"460","2441","<5","10","591","6","202","0","134","0","314","365","282","381","60","259","37","62","<5","1,260","36","5","0","<5","0","<5","<5","33","12"
"461","2443","<5","6","2,784","8","450","10","214","0","604","573","437","550","90","501","35","110","6","4,000","197","<5","0","10","0","5","6","42","15"
"462","2444","27","70","9,327","83","1,805","15","711","<5","2,163","3,400","2,562","2,898","569","1,741","214","587","8","13,804","827","14","<5","34","0","7","17","313","256"
"463","2445","<5","5","1,371","9","276","<5","116","0","217","435","301","371","81","187","20","58","<5","1,872","130","<5","0","<5","0","0","<5","31","23"
"464","2446","9","29","2,216","24","545","8","271","<5","645","1,152","857","951","153","544","85","216","5","3,678","205","6","<5","10","0","<5","7","87","55"
"465","2447","<5","17","1,358","5","333","10","189","0","463","628","459","515","80","353","35","122","<5","2,350","115","<5","<5","5","0","5","5","56","21"
"466","2448","8","40","2,274","16","481","<5","250","<5","733","714","606","694","109","559","53","198","<5","3,810","123","<5","<5","12","0","6","12","97","22"
"467","2449","0","22","349","<5","148","<5","101","0","229","249","208","216","24","193","15","75","0","862","21","<5","0","<5","0","<5","<5","17","9"
"468","2450","26","54","6,478","88","1,439","39","656","9","2,315","3,628","2,807","3,117","609","2,079","243","695","6","11,580","602","23","<5","35","0","17","14","385","279"
"469","2452","12","39","2,588","26","580","16","294","<5","784","1,368","1,068","1,024","194","723","83","274","<5","4,463","137","5","<5","<5","0","6","12","153","68"
"470","2453","0","<5","452","5","73","<5","31","0","177","230","174","215","35","159","15","39","0","791","94","<5","0","<5","0","<5","<5","16","5"
"471","2454","<5","7","1,008","27","189","<5","94","<5","362","756","590","662","108","440","59","115","<5","1,843","107","<5","0","<5","0","<5","<5","44","34"
"472","2455","<5","<5","749","<5","122","<5","60","<5","187","220","181","180","28","128","14","57","<5","1,147","48","<5","0","<5","0","<5","<5","19","19"
"473","2456","10","19","2,207","15","505","12","252","0","669","1,232","915","974","166","702","68","199","6","3,803","137","10","<5","15","0","6","8","94","56"
"474","2460","25","82","4,837","23","1,419","23","784","<5","2,171","2,707","2,128","2,371","367","1,666","193","602","8","9,513","349","13","5","30","0","16","21","395","118"
"475","2462","<5","<5","475","0","113","<5","73","0","180","208","161","214","41","162","16","38","<5","872","43","<5","<5","<5","0","<5","0","26","5"
"476","2463","<5","17","1,596","7","337","<5","185","<5","469","628","464","524","108","361","47","109","<5","2,581","124","<5","0","<5","0","7","<5","54","19"
"477","2464","8","10","1,708","8","300","<5","125","0","365","454","342","402","92","276","31","85","<5","2,460","166","<5","<5","7","0","<5","<5","42","21"
"478","2465","0","0","45","<5","13","0","10","0","23","30","20","27","7","17","0","9","0","101","<5","<5","0","0","0","0","0","<5","0"
"479","2466","0","<5","564","<5","119","0","57","0","174","122","96","92","17","91","11","34","<5","901","32","0","0","<5","0","<5","<5","6","<5"
"480","2469","<5","11","714","6","228","<5","147","<5","486","347","273","428","61","383","18","70","<5","1,630","51","<5","0","<5","0","<5","7","40","11"
"481","2470","10","68","2,598","23","726","25","373","<5","1,045","1,515","1,136","1,265","209","755","102","355","<5","4,833","180","<5","<5","11","0","7","22","192","46"
"482","2471","<5","17","333","<5","127","6","72","0","177","242","178","253","27","160","21","45","<5","710","33","0","0","<5","0","0","<5","35","9"
"483","2472","<5","<5","280","<5","71","5","41","0","164","192","147","169","19","107","20","43","<5","597","31","<5","0","<5","0","0","<5","9","<5"
"484","2473","<5","6","671","5","152","<5","58","0","221","202","160","193","30","142","15","38","<5","1,077","45","<5","0","<5","0","<5","<5","20","10"
"485","2474","<5","6","1,059","14","209","6","129","0","525","560","416","542","96","413","45","102","<5","2,049","103","<5","0","10","0","<5","<5","48","25"
"486","2475","0","0","68","<5","16","0","17","0","42","37","29","44","6","42","0","<5","0","154","7","0","0","<5","0","0","0","0","<5"
"487","2476","<5","11","131","<5","25","0","18","0","56","56","41","89","17","70","<5","17","0","251","27","0","0","0","0","0","<5","11","<5"
"488","2477","<5","16","2,035","34","357","11","137","<5","444","996","737","719","109","409","51","153","<5","3,025","256","8","0","10","0","<5","<5","53","44"
"489","2478","13","48","4,876","64","872","25","403","<5","1,365","2,026","1,495","1,798","330","1,128","128","316","5","7,585","521","11","0","24","0","6","11","146","116"
"490","2479","<5","0","402","15","81","<5","34","0","136","391","286","304","56","175","23","42","0","700","99","<5","0","<5","0","<5","<5","11","12"
"491","2480","53","77","5,750","205","1,281","60","599","<5","3,000","4,120","3,227","3,959","875","2,758","262","823","10","11,650","564","23","<5","47","0","8","19","385","399"
"492","2481","<5","6","949","82","159","<5","84","0","633","796","615","936","195","713","56","118","<5","2,127","206","6","<5","8","0","<5","<5","51","57"
"493","2482","<5","<5","793","36","139","<5","65","<5","482","749","584","706","112","603","70","117","<5","1,783","87","6","0","18","0","<5","5","36","18"
"494","2483","5","5","1,284","39","268","5","123","<5","648","1,071","839","927","168","671","83","194","<5","2,604","127","5","0","14","0","<5","<5","51","51"
"495","2484","7","18","2,751","38","619","7","313","<5","1,330","1,761","1,324","1,561","238","1,121","136","306","5","5,272","231","6","<5","22","0","<5","8","140","63"
"496","2485","11","20","3,425","36","633","5","297","0","923","977","807","959","203","727","80","223","<5","5,316","269","15","<5","17","0","7","<5","121","76"
"497","2486","33","48","6,763","36","1,402","22","559","0","1,470","2,268","1,735","1,844","401","1,019","105","400","6","9,821","520","16","<5","41","0","15","13","193","154"
"498","2487","12","27","2,106","27","377","8","158","<5","533","847","649","631","125","444","37","126","<5","3,202","187","<5","0","9","0","<5","<5","47","44"
"499","2488","5","<5","330","5","88","<5","46","0","155","315","245","228","51","166","28","40","0","680","23","<5","0","<5","0","0","<5","14","14"
"500","2489","0","9","1,306","13","233","<5","93","<5","237","615","459","384","95","231","25","93","<5","1,878","81","<5","0","7","0","<5","<5","24","24"
"501","2490","0","0","69","6","12","0","9","0","28","46","32","44","13","26","<5","11","0","128","5","0","0","0","0","0","0","<5","5"
"512","2520","<5","0","8","0","<5","0","0","0","7","<5","<5","26","12","7","<5","<5","0","16","<5","0","0","0","0","0","0","<5","12"
"513","2522","<5","<5","0","<5","0","0","0","0","0","0","0","24","22","<5","0","0","0","0","0","0","0","0","0","0","0","0","25"
"523","2536","8","21","3,896","14","716","12","344","<5","1,064","1,442","1,095","1,181","163","814","100","306","<5","6,075","372","<5","<5","22","0","12","11","116","36"
"524","2537","5","14","2,500","14","412","6","188","0","700","839","575","688","154","436","46","126","<5","3,788","278","<5","0","13","0","7","9","63","30"
"525","2538","<5","<5","473","<5","64","<5","31","0","81","168","104","111","20","65","5","21","0","635","77","0","0","<5","0","<5","<5","8","5"
"526","2539","5","16","4,026","20","788","14","365","<5","1,036","1,360","1,001","1,133","206","722","78","188","5","6,037","381","9","<5","14","0","6","8","102","43"
"527","2540","21","74","8,870","38","1,969","35","1,011","<5","2,124","3,246","2,475","2,706","440","1,757","199","620","14","13,579","661","15","0","38","0","8","19","248","126"
"528","2541","29","87","4,193","44","1,150","30","568","0","1,996","2,380","1,969","2,066","337","1,413","159","593","<5","8,113","190","10","<5","25","0","9","15","230","111"
"529","2545","<5","<5","168","<5","39","<5","25","0","93","77","59","84","23","48","<5","12","0","320","27","<5","0","0","0","<5","0","9","<5"
"530","2546","<5","27","2,242","8","357","<5","186","0","681","628","467","529","129","366","43","116","<5","3,459","225","<5","0","13","0","0","<5","54","22"
"531","2548","<5","7","1,786","10","240","5","94","0","358","434","334","336","73","232","26","74","<5","2,445","217","<5","<5","8","0","0","0","28","24"
"532","2549","<5","0","682","5","78","<5","36","<5","181","279","197","163","32","106","11","50","<5","1,025","76","0","0","<5","0","0","0","7","11"
"533","2550","11","27","2,401","17","453","7","200","0","925","1,256","921","1,043","187","636","102","193","<5","4,098","220","5","0","10","0","6","9","90","69"
"534","2551","<5","16","709","<5","108","<5","55","0","288","279","238","236","28","194","18","66","<5","1,218","67","<5","<5","6","0","<5","<5","15","14"
"558","2580","5","12","3,952","26","812","22","316","<5","1,285","2,007","1,573","1,546","234","1,050","113","449","<5","6,582","400","12","<5","20","0","8","8","140","86"
"559","2581","0","0","179","<5","39","<5","17","0","55","115","76","75","15","35","7","16","0","286","53","0","0","0","0","0","<5","<5","<5"
"560","2582","0","11","1,196","8","262","6","102","<5","302","632","454","430","72","180","32","97","0","1,807","226","6","0","<5","0","<5","0","20","32"
"561","2583","0","<5","745","<5","140","<5","47","0","162","266","179","194","27","89","15","32","<5","1,038","101","<5","0","<5","0","<5","<5","15","11"
"562","2584","0","0","67","0","16","0","5","0","29","43","33","20","<5","14","5","7","0","119","10","0","0","<5","0","0","0","0","<5"
"563","2585","0","0","41","0","9","0","<5","0","14","19","11","14","<5","9","<5","<5","0","65","<5","<5","0","<5","0","0","0","0","<5"
"564","2586","0","<5","388","<5","86","<5","35","0","123","195","149","145","31","83","8","39","<5","638","61","<5","0","<5","0","5","<5","7","11"
"565","2587","0","<5","593","<5","97","5","42","0","171","210","149","136","19","78","14","40","<5","899","30","<5","<5","<5","0","<5","<5","6","11"
"566","2588","0","<5","43","0","11","0","5","0","16","24","19","16","<5","12","<5","<5","0","76","6","0","0","<5","0","0","<5","<5","0"
"567","2590","0","<5","1,492","<5","288","5","120","0","418","497","375","371","61","239","23","94","<5","2,259","129","<5","0","5","0","<5","<5","37","14"
"568","2594","<5","17","1,753","<5","342","14","148","0","580","1,056","807","755","93","430","83","227","<5","2,949","167","<5","0","8","0","6","7","80","41"
"569","2600","<5","<5","345","7","74","<5","13","0","91","98","79","118","41","69","<5","15","0","502","260","<5","0","<5","0","0","0","<5","26"
"570","2601","8","<5","35","23","11","<5","<5","0","65","58","56","412","342","74","<5","26","0","156","18","0","<5","<5","0","0","0","19","360"
"571","2602","11","<5","2,196","67","342","8","102","<5","954","887","756","1,155","427","587","47","145","<5","3,650","415","<5","9","9","0","<5","0","80","316"
"572","2603","0","<5","424","5","87","<5","14","<5","200","154","132","242","53","169","6","18","0","713","152","0","<5","<5","0","0","0","10","26"
"573","2604","<5","5","576","7","112","5","42","0","312","309","268","282","59","188","12","75","<5","1,097","98","<5","<5","<5","0","<5","0","19","38"
"574","2605","<5","<5","963","8","140","<5","29","0","231","256","208","262","90","93","10","44","0","1,304","292","<5","<5","<5","0","<5","0","14","40"
"575","2606","<5","<5","735","10","107","<5","25","0","258","304","236","317","77","176","10","45","<5","1,131","163","<5","<5","6","0","0","0","32","24"
"576","2607","<5","<5","1,248","21","194","10","40","<5","234","391","314","363","105","131","19","56","<5","1,635","397","<5","0","5","0","0","<5","17","50"
"577","2608","0","0","0","0","0","0","0","0","6","0","0","<5","<5","<5","0","0","0","7","0","0","0","0","0","0","0","0","0"
"578","2609","<5","<5","116","0","16","0","<5","0","71","41","32","77","6","81","<5","9","0","228","7","<5","0","<5","0","0","0","<5","<5"
"579","2611","<5","6","2,590","22","370","20","82","<5","511","899","725","751","165","356","34","166","0","3,507","548","7","0","13","0","<5","<5","45","102"
"580","2612","<5","5","535","29","91","<5","25","0","462","232","202","600","244","395","14","45","0","1,214","207","<5","<5","<5","0","0","0","34","205"
"581","2614","<5","5","1,758","36","288","10","62","<5","433","682","574","738","223","340","45","112","<5","2,512","508","<5","5","<5","0","<5","<5","41","140"
"582","2615","8","14","3,342","51","927","46","266","0","1,111","2,542","2,089","1,904","426","879","106","442","<5","5,580","500","10","6","17","0","<5","<5","143","196"
"583","2616","0","0","8","0","<5","0","0","0","10","9","6","16","7","16","0","<5","0","29","<5","0","0","0","0","0","0","<5","<5"
"584","2617","19","16","1,862","54","449","13","121","0","667","1,117","920","1,380","580","487","64","190","0","3,025","411","8","6","8","0","<5","0","93","569"
"585","2618","<5","<5","78","0","13","<5","<5","0","11","30","24","24","8","10","0","5","0","100","46","0","0","0","0","0","0","<5","7"
"586","2619","0","<5","358","<5","118","6","14","0","67","252","176","148","21","40","7","24","0","484","73","<5","0","<5","0","0","0","<5","14"
"587","2620","11","33","3,033","28","669","21","186","<5","1,189","1,983","1,631","1,378","223","782","74","421","0","5,229","348","11","<5","14","0","<5","<5","119","79"
"588","2621","0","<5","321","8","83","<5","20","<5","58","223","168","134","22","48","9","33","0","461","55","5","0","<5","0","0","<5","<5","11"
"589","2622","<5","<5","463","<5","64","<5","33","0","145","221","174","184","31","105","22","35","<5","739","90","5","0","5","0","<5","<5","6","<5"
"590","2623","0","0","50","<5","13","0","<5","0","20","48","41","24","<5","15","<5","8","0","94","<5","0","0","0","0","<5","<5","<5","0"
"591","2624","0","0","0","0","0","0","0","0","0","<5","<5","<5","<5","0","0","0","0","0","0","<5","0","0","0","0","0","0","0"
"592","2625","0","0","<5","0","0","0","0","0","<5","<5","<5","6","<5","<5","0","0","0","7","<5","0","0","0","0","0","0","<5","<5"
"593","2626","0","0","38","0","12","<5","<5","0","11","30","20","16","<5","10","<5","<5","0","59","<5","0","0","0","0","0","0","<5","<5"
"594","2627","0","<5","268","<5","41","<5","15","0","56","226","156","142","23","62","8","15","0","377","60","<5","0","0","0","0","0","5","7"
"595","2628","0","<5","246","<5","42","0","13","0","61","127","83","100","20","56","7","13","0","356","31","<5","0","0","0","<5","0","<5","<5"
"596","2629","0","0","120","0","16","0","7","0","34","30","21","26","<5","22","<5","<5","0","171","15","0","0","0","0","0","0","0","<5"
"597","2630","<5","0","1,302","12","203","<5","77","0","400","585","456","491","69","272","42","114","<5","2,034","174","<5","0","<5","0","6","<5","55","22"
"598","2631","0","0","98","<5","18","0","5","0","33","39","26","37","8","11","<5","6","0","151","16","0","0","<5","0","<5","<5","<5","<5"
"599","2632","0","0","272","<5","42","<5","21","0","87","120","76","94","20","50","7","18","<5","431","33","<5","0","0","0","<5","<5","12","<5"
"600","2633","<5","0","78","<5","13","0","7","0","33","28","24","29","6","20","<5","<5","<5","132","5","<5","0","<5","0","0","0","<5","0"
"601","2640","15","37","4,236","61","964","22","370","<5","1,335","2,483","1,952","2,373","651","1,331","94","531","<5","7,126","558","9","<5","18","0","<5","9","265","363"
"602","2641","5","28","2,357","16","573","19","243","<5","899","1,361","1,083","1,300","247","864","84","300","<5","4,254","119","8","0","14","0","5","<5","167","96"
"603","2642","0","<5","464","<5","126","<5","55","0","129","359","252","230","36","112","13","42","<5","758","69","<5","0","0","0","0","<5","9","12"
"604","2643","0","<5","566","0","109","<5","41","0","111","200","133","153","33","90","<5","37","<5","802","38","<5","0","<5","0","0","0","19","10"
"605","2644","<5","<5","392","<5","80","0","34","0","74","156","118","107","12","73","9","21","0","561","45","<5","0","0","0","0","0","6","5"
"606","2645","0","0","87","0","19","<5","10","<5","28","22","15","19","<5","17","0","7","<5","143","<5","0","0","<5","0","0","0","<5","0"
"607","2646","<5","<5","1,338","<5","204","6","74","0","234","492","369","383","68","229","29","85","<5","1,864","132","<5","<5","6","0","<5","<5","31","19"
